review_description,rating
كذابين طلبات الاردن ونصابين,negative
تطبيق لا ينصح به,negative
👏🏻👏🏻,positive
(يا أيها الذين آمنوا أوفوا بالعقود ... ),negative
عشان نصبتو ع الكباتن,negative
تطبيق سيئ وغير منصف,negative
تطبيق لصوص,negative
وكثيرة عليكم,negative
🌹🌹,negative
تطبيق ممتاز في كل اوقات❤️,positive
كان زمان من افضل التطبيقات حاليا اسوءهم تجربة لا تستحق الأعادة تطبيق صار فاشل بتطلب الطلب بعد ساعة ونص حتا يوصل الأوردر و فوق هيك بمنية و كأنهم جايبين الأكل ببلاش . غير الأسعار الخرافية يلي صارت لا انصح به ابداااا ....,negative
حسبنا الله ونعم الوكيل,negative
حرام يلي عملتوه مع الموظفين بالاردن اعطوهم سياراتهم,negative
حقوق الانسان تظلم في هذه الشركة,negative
#مقاطعة طلبات,negative
بسبب سوء المعاملة مع الموظفين لديها.,negative
شركه نظامها فيه خلل بطلب من المطعم و بيجهز الاوردر و بعد ١٠ دقايق بيعتذرو و بيعوضوني دينار واحد و بيتشرط علي اصرفو خلال كم يوم ثاني اشي يلي بيسكت عن حق الناس ما يزعل بس حقو يضيع.. انا اليوم راح احذف هاد التطبيق ل حد م الشركه توضح شو يلي صاير مع موظفيها يلي بالبلد و تكون أمام حلين اما الاعتذار و التعويض المالي او إعطاء الموظف ما وُعد به(سياره),negative
شركة مافيها خير لموظفيها .. ما فيها خير للناس,negative
تطبيق سيء وشركة سيئة بالتعامل مع جميع فئات الشعب ومع الموظفين حسبي الله ونعم الوكيل فيكم وبكل حدا بشارك بالمسخرة تبعتكم حسبي الله فيكم,negative
شركة كذابة تقيم زبالة نصره للشباب العاملين فيها,negative
راجعو الموظفين,negative
احتيال وغش ومخادعة للموظفين وإخلاف الوعود لهم بامتلاك سياراتهم رغم التعهد لهم بذلك بعد مضي 3 سنوات على العمل.. سرقة أتعاب الموظفين وجعلهم يقومون بصيانة السيارات وتعبئة بنزينها على حسابهم الخاص لهم الله وعلى الظالمين والمخادعين مكر الله حذف التطبيق جارٍ...,negative
سيئ رجع حق الموظفين,negative
تطبيق استغلالي جدا وسيء,negative
مقاطعة شبابنا مو لعبة بأيدكم حتى تستغلوهم ونرضى,negative
انا بدي الغي التطبيق دعم لموظفي التوصيل المظلومين في الاردن مع اني كنت استعمله كثير,negative
أعطو الناس حقها,negative
رجعوا حقوق الموظفين,negative
سيئ جدا لا انصح بتنزيله,negative
حق العمال لازم يرجع,negative
"رجعوا للعاملين الاردنيين حقهم، اعطوهم سياراتهم.",negative
🤐🤐🤐🤐,negative
حقوق الناس اين,negative
تعامل سيئ,negative
❤️,negative
أعطو الشباب حقوقهم,negative
كنت استخدم هذا التطبيق ولكن حذفته الى أن يتم إرجاع حقوق الموظفين المظلومين في قضية تملك السيارة بعد ثلاث سنوات تطبيق سيء ولا أنصح به,negative
خدمة العملاء عندهم فوق السيئة ولي اكثر من تجربه معهم .... طلبت مره من البقاله ووصلني الحليب مفتوح وصورت لهم وتكلمت معهم انهم يستبدلونه وقالو تمام وماودو حد من مناديبهم ياخذه + ارقام المطاعم لو بتواصل معها داخل البرنامج مايردون + الطلب يتأخر + العصاير لو طالب شي ودفعت له يجيني شي ثاني,negative
افضل برنامج,positive
#إلغاء_تطبيق_طلبات موضفين طلبات مش عبيد عندكم,negative
تطبيق جداً سيء,negative
مقرف لا انصح بتحميله غير صادقين,negative
نجمة واحدة لأنهم اكلوا حق موظفين,negative
سيئة جددا وغير واقعي,negative
زي الخرا,negative
معاملة سيئة للغاية,negative
شركة تفتقد للمصداقيه تم حذف التطبيق نهائيا,negative
انصفوا الموظفين,negative
حسبي الله ونعم الوكيل على كل متكبر شايف حاله,negative
عيب عليكم ضحك على الشباب بعد ثلاث سنوات وهي مسح للتطبيق,negative
"نصرة لسائقي طلبات ، توعدو السائقين بسيارات وتخلفو .",negative
لا يوجد مصداقية للشركة,negative
تطبيق سيء وعدو سائقينهم ب اعطائهم السيارات بعد العمل لمدة ٣ سنين وعند انتهاء المدة أغلق مدير الشركة هاتفه ولم يردو على اتصالات الموظفين,negative
نصرة للموظفين,negative
ممتازة,positive
It's agood app,negative
سيئه,negative
"مشكلات كثيرة، متعلقة بالتطبيق والعروض الوهمية، وخدمة التوصيل",negative
يععع,negative
الرجاء إيضاح قصة عدم إنصاف العمال بعد وعدهم بتملك السيارة بعد ٣ سنوات عمل.,negative
هل يوجد في التطبيق العاب للتوصيل؟ فأنا اريد بلابل البي بليد,positive
تطبيق فاشل فاشل اول شي كان حلو بعدين شافو الناس حبته وصار فاشل انصح بعدم تحميله وشكر,negative
أنا كنت كتير معتمده على هاد التطبيق بس بعد إلي عملوا بالشباب وضحكو عليهم وما اعطوهم السيارات بعد خدمتهم ٣سنين راح الغي التطبيق من عندي,negative
مقاطعه,negative
حصل مشكله في الاوردر و جه ناقص وكمان السعر أعلى من اللي مكتوب في الابلكيشن و خدمه العملاء مش بيفيدو بحاجه وفي الاخر الاوردر اتلغى وتقولي بكل بساطه اطلب الاوردر تاني ؟؟!! ودي مش اول مره,negative
برنامج نصاب وكذابين,negative
"اسعارهم غالية ، بستغلو موظفينهم والمطاعم",negative
تم الحذف,negative
مرة طلبت طلب و تأخر علي ساعتين,negative
اسوء تطبيق,negative
يقدر الشخص أنو يدفع كاش ارجو الرد في اسرع وقت ممكن,positive
ممكن اطلب طلب لشخص في مصر ونا موجود في السعوديه هل يتم التوصيل او لا ممكن تفيدونا الله يجزاكم خير,negative
استغلاليون.,negative
"التطبيق يستغل حاجة الأردنيين للعمل ويضيق عليهم، حذفت التطبيق وسأقاطع الشركة",negative
روعه,positive
البرنامج كان رائع ولكن من بعد آخر تحديث أصبح لا يعمل,neutral
تطبيق لا يحمي العميل يحمي نفسو و عدم المرونة في التعامل فاشل,negative
السلام عليكم انا شريت من مطعم من طلبات بس بعدين كنسلت الطلب وقالولي الفلوس راح ترجع نطرت بس ما رجعت ف شنو الحل,positive
التطبيق أصبح فاشل من خدمة سيئه إلى اسوء من خدمة العملاء و سائقي التوصيل و المطاعم التطبيق ياخذ المبلغ و من ثم يلغي الطلب و يحول المبلغ إلى رصيد طلبات و لا يوجد رقم اتصال ب خدمة العملاء مجرد دردشه و غير مجديه,negative
